web_scraper_order,web_scraper_start_url,conteani,price,image,data4,data6,data7
"1765118252-563","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4405915_uploaded_image1_1696611971.jpg","Grand Yoff, Dakar, Sénégal","180 000CFA","Chiot Bichon"
"1765118252-564","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4405536_uploaded_image1_1696594762.jpg","Dakar, Sénégal","150 000CFA","Chiots Bichon Maltais"
"1765118252-565","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4404913_uploaded_image1_1696555140.jpg","Grand Yoff, Dakar, Sénégal","120 000CFA","Chiot Caniche"
"1765118252-566","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4399201_uploaded_image1_1696256233.jpg","Mamelles, Dakar, Sénégal","130 000CFA","Chien Malinois"
"1765118252-567","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4396584_uploaded_image1_1696077607.jpg","Thies, Sénégal","300 000CFA","Chiot Berger allemand"
"1765118252-568","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4396239_uploaded_image1_1696044813.jpg","Sicap Liberté, Dakar, Sénégal","180 000CFA","Chiot Bichon Maltais"
"1765118252-569","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4391785_uploaded_image1_1695736409.jpg","Dieuppeul-Derklé, Dakar, Sénégal","160 000CFA","Chiot Bichon femelle"
"1765118252-570","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4390232_uploaded_image1_1695643427.jpg","Mariste, Dakar, Sénégal","400 000CFA","Chiots Husky"
"1765118252-571","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4380821_uploaded_image1_1694998874.jpg","Sicap Liberté, Dakar, Sénégal","180 000CFA","Chiot Bichon"
"1765118252-572","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4375184_uploaded_image1_1694613400.jpg","Ngor, Dakar, Sénégal","170 000CFA","Chiots  Berger Malinois"
"1765118252-573","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4372068_uploaded_image1_1694433846.jpg","Grand Yoff, Dakar, Sénégal","150 000CFA","Chiots Berger Allemand"
"1765118252-574","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4364394_uploaded_image1_1693936965.jpg","Keur Massar, Sénégal","300 000CFA","Chiot Berger Allemand"
"1765118252-575","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4362528_uploaded_image1_1693831725.jpg","Dakar Plateau, Dakar, Sénégal","600 000CFA","Chiot Labrador"
"1765118252-576","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4359376_uploaded_image1_1693588268.jpg","Dieuppeul-Derklé, Dakar, Sénégal","160 000CFA","Chiot Bichon"
"1765118252-577","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4351149_uploaded_image1_1693052882.jpg","Sicap Liberté, Dakar, Sénégal","Prix sur demande","Vente chiot pittbull  femelle"
"1765118252-578","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4351042_uploaded_image1_1693047159.jpg","Mbour, Sénégal","Prix sur demande","Chiot Berger allemand"
"1765118252-579","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4349193_uploaded_image1_1692908102.jpg","Dieuppeul-Derklé, Dakar, Sénégal","150 000CFA","Chiots Bichons"
"1765118252-580","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4347191_uploaded_image1_1692800036.jpg","Almadies, Dakar, Sénégal","140 000CFA","Chiots Berger Malinois"
"1765118252-581","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4347159_uploaded_image1_1692798815.jpg","Rufisque, Sénégal","225 000CFA","Chiot Malinois"
"1765118252-582","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4344699_uploaded_image1_1692644593.jpg","Dakar, Sénégal","250 000CFA","Chiots"
"1765118252-583","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4344463_uploaded_image1_1692634225.jpg","Almadies, Dakar, Sénégal","Prix sur demande","Chien  Berger"
"1765118252-584","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4332159_uploaded_image1_1691820363.jpg","Sicap Liberté, Dakar, Sénégal","Prix sur demande","Chiot Pitbull"
"1765118252-585","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4330813_uploaded_image1_1691723836.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","Prix sur demande","Chiot  Caniche"
"1765118252-586","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4330247_uploaded_image1_1691686832.jpg","Dieuppeul-Derklé, Dakar, Sénégal","150CFA","Chiots Bichons"
"1765118252-587","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4327552_uploaded_image1_1691526026.jpg","Sicap Liberté, Dakar, Sénégal","Prix sur demande","Chiot Pitbull"
"1765118252-588","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4324260_uploaded_image1_1691322006.jpg","Biscuiterie, Dakar, Sénégal","Prix sur demande","Chiots  Boerbull"
"1765118252-589","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4318517_uploaded_image1_1690980921.jpg","Dakar, Sénégal","225 000CFA","Chiots  Malinois"
"1765118252-590","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4315123_uploaded_image1_1690791733.jpg","Thies, Sénégal","Prix sur demande","Chiot berger allemand"
"1765118252-591","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4315045_uploaded_image1_1690773274.jpg","Dakar, Sénégal","180 000CFA","Chiots berger allemand"
"1765118252-592","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4314748_uploaded_image1_1690747602.jpg","Dieuppeul-Derklé, Dakar, Sénégal","150 000CFA","Chiots Bichons"
"1765118252-593","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4312162_uploaded_image1_1690550986.jpg","Dakar, Sénégal","200 000CFA","Chiot Malinois"
"1765118252-594","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4311860_uploaded_image1_1690537675.jpg","Almadies, Dakar, Sénégal","200 000CFA","Chiot  Bichon nain"
"1765118252-595","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4307889_uploaded_image1_1690298114.jpg","Dieuppeul-Derklé, Dakar, Sénégal","150 000CFA","Chiot Bichon"
"1765118252-596","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4300394_uploaded_image1_1689770783.jpg","Pikine, Sénégal","400 000CFA","Chiot Cane Corso"
"1765118252-597","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4296542_uploaded_image1_1689515237.jpg","Saint Louis, Sénégal","200 000CFA","Chiot  Berger Allemand"
"1765118252-598","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4295604_uploaded_image1_1689430034.jpg","Almadies, Dakar, Sénégal","350 000CFA","Chiots Cane Corso"
"1765118252-599","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4294289_uploaded_image1_1689338730.jpg","Fann, Dakar, Sénégal","850 000CFA","Chiots  Akita japonaise"
"1765118252-600","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4290173_uploaded_image1_1689087809.jpg","Dakar, Sénégal","250 000CFA","Chiens Malinois"
"1765118252-601","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4287921_uploaded_image1_1688944788.jpg","Almadies, Dakar, Sénégal","650 000CFA","Chiots Labradors"
"1765118252-602","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4284697_uploaded_image1_1688724399.jpg","Cambérène, Dakar, Sénégal","250 000CFA","Chiots Husky's"
"1765118252-603","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4283254_uploaded_image1_1688639363.jpg","Almadies, Dakar, Sénégal","350 000CFA","Chiots Cane Corso"
"1765118252-604","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4280738_uploaded_image2_1688487016.jpeg","Parcelle Assainies, Dakar, Sénégal","180 000CFA","Chiot croisé Husky / Berger Allemand"
"1765118252-605","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4277694_uploaded_image1_1688305486.jpg","Dieuppeul-Derklé, Dakar, Sénégal","150 000CFA","Chiots Bichons"
"1765118252-606","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4277563_uploaded_image1_1688297196.jpg","Dakar, Sénégal","260 000CFA","Chiots Berger Allemand"
"1765118252-607","https://sn.coinafrique.com/categorie/chiens?page=4","","","https://images.coinafrique.com/thumb_4268527_uploaded_image1_1687554867.jpg","Dieuppeul-Derklé, Dakar, Sénégal","150 000CFA","Chiot Bichon"
"1765118257-608","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4993670_uploaded_image1_1728931466.jpg","Yoff, Dakar, Sénégal","300 000CFA","Chiot Bichon Maltais"
"1765118257-609","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4969495_uploaded_image1_1727744912.jpg","Keur Massar, Sénégal","350 000CFA","Chien"
"1765118257-610","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4968565_uploaded_image1_1727702109.jpg","Sicap Liberté, Dakar, Sénégal","180 000CFA","Bichon maltais pur race"
"1765118257-611","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4968555_uploaded_image1_1727701801.jpg","Sicap Liberté, Dakar, Sénégal","180 000CFA","Bichon maltais"
"1765118257-612","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4919750_uploaded_image1_1725108338.jpg","Cambérène, Dakar, Sénégal","150 000CFA","Chiots croisé Boer et Root"
"1765118257-613","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4960771_uploaded_image1_1727238490.jpg","Mbour, Sénégal","500 000CFA","chiot boerboel"
"1765118257-614","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4953991_uploaded_image1_1726857246.jpg","Mbao, Dakar, Sénégal","120 000CFA","Chiot Bichon Maltais"
"1765118257-615","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4953869_uploaded_image1_1726851193.jpg","Mbao, Dakar, Sénégal","Prix sur demande","Chiot Labrador"
"1765118257-616","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4951836_uploaded_image1_1726753152.jpg","Sacré-Coeur, Dakar, Sénégal","120 000CFA","Chiot Bichon"
"1765118257-617","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4951796_uploaded_image1_1726751862.jpg","Dakar, Sénégal","250 000CFA","Chiot Boerboel"
"1765118257-618","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg","Dakar, Sénégal","200 000CFA","Chiots Pitbull"
"1765118257-619","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4946002_uploaded_image1_1726441968.jpg","Ngaparou, Sénégal","390 000CFA","Chiot chihuahua"
"1765118257-620","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg","Thies, Sénégal","100 000CFA","Chiot Berger Allemand"
"1765118257-621","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4937044_uploaded_image1_1725971142.jpg","Ngor, Dakar, Sénégal","75 000CFA","Couple de chiot de race"
"1765118257-622","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4935684_uploaded_image1_1725899364.jpg","Mamelles, Dakar, Sénégal","180 000CFA","Chiot Bichon"
"1765118257-623","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4934169_uploaded_image1_1725812855.jpg","Dakar, Sénégal","700 000CFA","Lolou de pomeranien"
"1765118257-624","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4934038_uploaded_image1_1725809065.jpg","Keur Massar, Sénégal","150 000CFA","Chiot bichon Maltais"
"1765118257-625","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4920593_uploaded_image1_1725147642.jpg","Thies, Sénégal","300 000CFA","Chiot Rottweiler"
"1765118257-626","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4910751_uploaded_image1_1724605148.jpg","Dakar, Sénégal","200 000CFA","Berger Malinois"
"1765118257-627","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4893046_uploaded_image1_1723590343.jpg","Thies, Sénégal","150 000CFA","Chiot femelle caniche"
"1765118257-628","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4892261_uploaded_image1_1723561480.jpg","Dakar, Sénégal","150 000CFA","Chiot Berger Allemand"
"1765118257-629","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg","Keur Massar, Sénégal","150 000CFA","Berger allemand"
"1765118257-630","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4887929_uploaded_image1_1723329270.jpg","Mbour, Sénégal","300 000CFA","Chiot Berger Malinois"
"1765118257-631","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4885136_uploaded_image1_1723173479.jpg","Almadies 2, Dakar, Sénégal","150 000CFA","Berger Allemand"
"1765118257-632","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4885134_uploaded_image1_1723173253.jpg","Almadies 2, Dakar, Sénégal","135 000CFA","Pitbull"
"1765118257-633","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4885131_uploaded_image1_1723173005.jpg","Almadies 2, Dakar, Sénégal","300 000CFA","Golden Retriever"
"1765118257-634","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg","Cambérène, Dakar, Sénégal","150 000CFA","Chiot Berger Allemand"
"1765118257-635","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4867390_uploaded_image1_1722338649.jpg","Thies, Sénégal","150 000CFA","Chiot Caniche"
"1765118257-636","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4865327_uploaded_image1_1722209598.jpg","HLM, Dakar, Sénégal","250 000CFA","Bichons maltin pure race"
"1765118257-637","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4858734_uploaded_image1_1721829571.jpg","Keur Massar, Sénégal","150 000CFA","Chiots berger allemand"
"1765118257-638","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg","Dakar Plateau, Dakar, Sénégal","650 000CFA","Chiots Golden retriever"
"1765118257-639","https://sn.coinafrique.com/categorie/chiens?page=3","","","https://images.coinafrique.com/thumb_4853647_uploaded_image1_1721564020.jpg","Dakar Plateau, Dakar, Sénégal","550 000CFA","Chiot Chiwawa"
